Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
3704,spittingbars,,0,1,1,0,1,1,5,0.29249,0.301171,0,0.001528,0.001528,5,0.000085,0,0,0,0
3705,spoilt,,3,0,3,3,0,3,5,0.318149,0.336314,0,0.00575,0.00575,67,0.00014,0,1,3,0.051925
3706,spoiltchild,,0,2,2,0,2,2,5,0.310606,0.322034,0,0.003208,0.003208,20,0.000085,0,1,1,0
3707,spoiltforchoice,,5,0,5,5,0,5,5,0.298886,0.31224,0,0.004993,0.004993,67,0.000252,0,1,10,0.053867
3708,sport,,2,20,22,2,20,22,4,0.386894,0.405507,0.001558,0.025616,0.025616,67,0.000115,0,0.354978,82,0.018426
3709,sportinghub,,2,0,2,2,0,2,5,0.309002,0.324402,0,0.003192,0.003192,67,0.000131,0,1,1,0.028669
3710,sportovermusicanyday,,2,0,2,2,0,2,5,0.273249,0.27972,0,0.000418,0.000418,20,0.000269,0,1,1,0.0061
3711,sports,,3,0,3,3,0,3,5,0.280608,0.288061,0,0.00141,0.00141,5,0.000253,0,1,3,0.013726
3712,SportsBetting,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
3713,sportsfest,,2,0,2,2,0,2,5,0.311283,0.328053,0,0.003939,0.003939,67,0.000127,0,1,1,0.039012
3714,Spotify,,1,1,2,1,1,2,4,0.353533,0.364837,0,0.008302,0.008302,20,0.000101,0,1,1,0.005505
3715,spray,,7,1,8,7,1,8,4,0.353957,0.365665,0,0.009105,0.009105,52,0.000229,0,1,28,0.005674
3716,Springboks,,3,0,3,3,0,3,5,0.317306,0.331647,0,0.003556,0.003556,68,0.000222,0,1,3,0.03481
3717,springriver,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3718,sprint,,0,3,3,0,3,3,5,0.308981,0.324439,0,0.003075,0.003075,67,0.000085,0,1,3,0
3719,Spuiplein,,3,2,5,3,2,5,5,0.310759,0.327255,0,0.006726,0.006726,68,0.000166,0,1,10,0.042375
3720,SquareEyes,,1,0,1,1,0,1,1,1,1,0,0,0,61,0.000157,52,0,0,0.000584
3721,SS14,,2,2,4,2,2,4,5,0.300041,0.311996,0,0.00376,0.00376,29,0.000122,0,1,6,0.001232
3722,SSRugby,,2,1,3,2,1,3,5,0.312778,0.327864,0,0.003324,0.003324,67,0.000116,0,1,3,0.028311
3723,stadiumelectrostyle,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3724,stagehand,,6,0,6,6,0,6,5,0.34201,0.357468,0,0.013603,0.013603,29,0.000277,0,1,15,0.093762
3725,Stairs,,5,1,6,5,1,6,5,0.304288,0.314258,0,0.004244,0.004244,26,0.000178,0,1,15,0.008075
3726,Stamford,,0,3,3,0,3,3,5,0.311349,0.327631,0,0.006414,0.006414,5,0.000085,0,1,3,0
3727,stampede,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3728,stan,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3729,standard,,1,2,3,1,2,3,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
3730,standingnexttome,,1,1,2,1,1,2,4,0.352913,0.364517,0,0.008245,0.008245,21,0.000149,0,1,1,0.005244
3731,standtogether,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3732,StanleyCupFinals,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
3733,stansted,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3734,star,,3,8,11,3,8,11,5,0.285567,0.294817,0,0.001977,0.001977,52,0.000117,0,1,55,0.00238
3735,starbucks,,2,3,5,2,3,5,5,0.300509,0.311265,0,0.00372,0.00372,1,0.000121,0,1,10,0.001232
3736,starquality,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3737,starsigns,,5,6,11,5,6,11,5,0.285567,0.294817,0,0.001977,0.001977,52,0.000145,0,1,55,0.004068
3738,starstruck,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
3739,Startalk,,0,3,3,0,3,3,5,0.31159,0.332046,0,0.008037,0.008037,21,0.000085,0,1,3,0
3740,StartMeUp,,3,0,3,3,0,3,4,0.354865,0.367002,0,0.009881,0.009881,20,0.000144,0,1,3,0.064521
3741,State,,4,1,5,4,1,5,5,0.282632,0.293635,0,0.000845,0.000845,64,0.000274,0,1,10,0.016667
3742,staves,,0,2,2,0,2,2,4,0.354637,0.366625,0,0.008951,0.008951,20,0.000085,0,1,1,0
3743,stay,,6,2,8,6,2,8,5,0.32066,0.328692,0,0.005268,0.005268,26,0.000216,0,1,28,0.028482
3744,staydryenjoythewater,,2,0,2,2,0,2,5,0.300733,0.31203,0,0.002266,0.002266,67,0.000133,0,1,1,0.018742
3745,StayingAtHome,,3,1,4,3,1,4,4,0.35962,0.37293,0,0.010742,0.010742,67,0.000149,0,1,6,0.0743
3746,staytuned,,2,5,7,2,5,7,5,0.318035,0.325651,0,0.003345,0.003345,4,0.000113,0,1,21,0.002198
3747,stereophonics,,5,0,5,5,0,5,5,0.329342,0.342581,0,0.007525,0.007525,68,0.000361,0,1,10,0.049645
3748,steve,,2,1,3,2,1,3,5,0.318515,0.324778,0,0.002484,0.002484,20,0.000131,0,1,3,0.01158
3749,stgeorge,,2,0,2,2,0,2,5,0.293439,0.305243,0,0.002552,0.002552,67,0.000128,0,1,1,0.022248
3750,Sticky,,4,0,4,4,0,4,5,0.327224,0.344971,0,0.006875,0.006875,67,0.00018,0,1,6,0.064886
3751,stickysituation,,0,3,3,0,3,3,5,0.282614,0.293447,0,0.000992,0.000992,64,0.000085,0,1,3,0
3752,stillclass,,3,1,4,3,1,4,4,0.353561,0.365214,0,0.009056,0.009056,20,0.000147,0,1,6,0.003755
3753,stillz,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3754,Stinkin,,1,0,1,1,0,1,1,1,1,0,0,0,50,0.000157,50,0,0,0.000584
3755,Stockholm,,4,0,4,4,0,4,5,0.333158,0.346752,0,0.009708,0.009708,35,0.000297,0,1,6,0.071119
3756,Stonehenge,,0,2,2,0,2,2,5,0.325277,0.334489,0,0.003869,0.003869,35,0.000085,0,1,1,0
3757,stones,,5,4,9,5,4,9,4,0.361735,0.376054,0.000037,0.012985,0.012985,20,0.000242,0,0.619048,13,0.088416
3758,STONES50ANDCOUNTING,,1,0,1,1,0,1,5,0.264548,0.269712,0,0.000259,0.000259,20,0.00011,0,0,0,0.001567
3759,StonesGlasto,,1,3,4,1,4,5,4,0.359678,0.373287,0.000427,0.010672,0.010672,20,0.000116,0,0.5,3,0.02392
3760,stopthecull,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
3761,storage,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3762,storify,,1,3,4,1,3,4,4,0.359649,0.37325,0.000047,0.010668,0.010668,20,0.000116,0,0.5,3,0.02392
3763,storm,,3,6,9,3,6,9,5,0.320266,0.32937,0,0.006292,0.006292,4,0.000181,0,1,36,0.040165
3764,stourhead,,1,2,3,1,2,3,5,0.285126,0.294335,0,0.001176,0.001176,67,0.000109,0,1,3,0.000584
3765,str8up,,1,0,1,1,0,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000114,0,0,0,0.023607
3766,StraightPride,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3767,strand,,0,2,2,0,2,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000085,0,1,1,0
3768,strange,,4,0,4,4,0,4,4,0.375828,0.392766,0,0.016708,0.016708,20,0.000236,0,1,6,0.117628
3769,strasbourg,,0,4,4,0,4,4,5,0.310911,0.327443,0,0.006733,0.006733,68,0.000085,0,1,6,0
3770,Strata,,1,1,2,1,1,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000121,0,1,1,0.000584
3771,strava,,2,1,3,2,1,3,5,0.302046,0.311153,0,0.002173,0.002173,4,0.000146,0,1,3,0.013854
3772,Strawberries,,3,4,7,3,4,7,5,0.34093,0.360554,0.000624,0.01082,0.01082,67,0.000206,0,0.428571,9,0.008475
3773,strawberriesandcream,,1,2,3,1,2,3,5,0.293459,0.305356,0,0.002624,0.002624,67,0.000104,0,1,3,0.017451
3774,stream,,3,0,3,3,0,3,5,0.304581,0.315963,0,0.00373,0.00373,67,0.000427,0,1,3,0.028222
3775,streetfood,,1,2,3,1,2,3,5,0.32206,0.33205,0,0.004775,0.004775,59,0.000112,0,1,3,0.010071
3776,streng,,4,0,4,4,0,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000304,0,1,6,0.043089
3777,stressed,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
3778,StrockOn,,2,0,2,2,0,2,5,0.293303,0.302774,0,0.001402,0.001402,59,0.000225,0,1,1,0.016088
3779,stuck,,7,1,8,7,1,8,5,0.292799,0.304257,0,0.001312,0.001312,64,0.000377,0,1,28,0.009598
3780,stud,,3,0,3,3,0,3,5,0.282596,0.293409,0,0.000802,0.000802,64,0.000194,0,1,3,0.014139
3781,student,,1,1,2,1,1,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000121,0,1,1,0.000584
3782,Studs,,6,1,7,6,1,7,5,0.347676,0.359218,0,0.016104,0.016104,68,0.000299,0,1,21,0.107482
3783,stunning,,6,11,17,6,11,17,4,0.3694,0.384711,0.000123,0.023249,0.023249,35,0.000485,0,0.558824,76,0.065536
3784,stupidme,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3785,stuttgart,,3,1,4,3,1,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000165,0,1,6,0.04072
3786,style,,32,31,63,33,31,64,5,0.382714,0.403482,0.002377,0.06666,0.06666,26,0.000793,0,0.242729,459,0.207887
3787,Styles,,3,1,4,3,1,4,6,0.266956,0.276076,0,0.002306,0.002306,26,0.000217,0,1,6,0.018917
3788,StyleStalker,,1,3,4,1,3,4,4,0.36857,0.384278,0,0.014382,0.014382,35,0.000113,0,1,6,0.048919
3789,stylish,,13,9,22,13,9,22,5,0.356407,0.374285,0.00014,0.031099,0.031099,26,0.0004,0,0.584416,135,0.05443
3790,sublime,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3791,such,,11,4,15,11,4,15,5,0.30965,0.321195,0,0.007792,0.007792,1,0.000236,0,1,105,0.015201
3792,suchagreatnight,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3793,suckitandsee,,2,6,8,2,6,8,4,0.331934,0.340146,0.000017,0.006958,0.006958,5,0.000145,0,0.678571,19,0.012169
3794,SudirmanCup2013,,2,3,5,2,3,5,5,0.29998,0.311996,0,0.00376,0.00376,29,0.000121,0,1,10,0.001232
3795,Suede,,5,4,9,5,4,9,5,0.293556,0.303372,0,0.0038,0.0038,29,0.000158,0,0.916667,33,0.013573
3796,suerte,,2,7,9,2,7,9,5,0.314556,0.325858,0,0.007789,0.007789,29,0.000103,0,1,36,0.001232
3797,sufc,,2,0,2,2,0,2,5,0.273468,0.280164,0,0.000544,0.000544,5,0.000145,0,1,1,0.004124
3798,SUFTULions,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
3799,SUFTUM,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
3800,SufTweetsTennis,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
3801,sugardrop,,3,5,8,3,5,8,5,0.321873,0.330138,0,0.006228,0.006228,26,0.000137,0,1,28,0.018404
3802,SumaPuntosSi,,4,0,4,4,0,4,4,0.357298,0.369053,0,0.010824,0.010824,20,0.000224,0,1,6,0.066318
3803,summer,,58,68,126,59,69,128,4,0.443332,0.466765,0.01596,0.100772,0.100772,68,0.002037,0,0.081967,615,0.340933
3804,summer2013,,1,1,2,1,1,2,5,0.316083,0.33581,0,0.008138,0.008138,35,0.000167,0,1,1,0.005577
3805,SummerBreakTour,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
3806,summerfun,,7,3,10,7,3,10,5,0.338921,0.357121,0.00003,0.018184,0.018184,21,0.000385,0,0.6,27,0.055538
3807,summermadness,,0,4,4,0,4,4,5,0.311612,0.332159,0,0.008491,0.008491,21,0.000085,0,1,6,0
3808,summernights,,10,5,15,10,5,15,5,0.333434,0.352755,0.000055,0.015068,0.015068,21,0.000288,0,0.352381,37,0.028088
3809,summersonic,,0,8,8,0,8,8,5,0.338999,0.352172,0,0.013054,0.013054,68,0.000085,0,1,28,0
3810,summersquall,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3811,Summertime,,2,4,6,2,4,6,5,0.35311,0.370152,0.000482,0.011533,0.011533,20,0.000164,0,0.4,6,0.003099
3812,SummerTimeinTheValley,,0,3,3,0,3,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000085,0,1,3,0
3813,sun,,27,22,49,27,22,49,5,0.377655,0.397497,0.002458,0.036591,0.036591,68,0.000844,0,0.187925,221,0.140522
3814,sunflowers,,6,2,8,6,2,8,5,0.339492,0.35519,0,0.011198,0.011198,3,0.000333,0,1,28,0.08611
3815,sunglasses,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3816,sunlight,,5,8,13,5,8,13,5,0.327757,0.338746,0,0.014328,0.014328,26,0.000199,0,1,78,0.0539
3817,sunlook,,2,8,10,2,8,10,5,0.324895,0.34452,0,0.011743,0.011743,1,0.000125,0,1,45,0.007446
3818,sunny,,30,20,50,30,20,50,4,0.386118,0.406184,0.002639,0.05039,0.05039,1,0.000705,0,0.23102,283,0.200417
3819,sunnysaturday,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3820,sunrise,,0,1,1,0,1,1,5,0.310671,0.326803,0,0.005897,0.005897,68,0.000085,0,0,0,0
3821,sunset,,3,7,10,3,7,10,5,0.324895,0.34452,0,0.011743,0.011743,1,0.000138,0,1,45,0.00838
3822,sunshine,,14,11,25,14,11,25,4,0.401924,0.421146,0.003044,0.029975,0.029975,3,0.000416,0,0.23,69,0.059391
3823,superb,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3824,supercar,,1,10,11,1,10,11,5,0.319896,0.327981,0,0.005377,0.005377,26,0.000092,0,1,55,0.000584
3825,superfan,,2,0,2,2,0,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000197,0,1,1,0.027756
3826,SuperLiga,,0,1,1,0,1,1,1,1,1,0,0,0,51,0.000085,33,0,0,0
3827,superman,,4,5,9,4,5,9,4,0.367988,0.383525,0.000206,0.011858,0.011858,52,0.000141,0,0.805556,29,0.00273
3828,supernatural,,10,1,11,10,1,11,4,0.353844,0.365929,0,0.010817,0.010817,33,0.000383,0,1,55,0.064353
3829,SuperSatur,,3,0,3,3,0,3,5,0.322882,0.33604,0,0.003486,0.003486,67,0.000187,0,1,3,0.031829
3830,SuperSaturday,,3,1,4,3,1,4,4,0.366435,0.381888,0.000028,0.010935,0.010935,67,0.000187,0,0.833333,5,0.031829
3831,SuperSaturdays,,2,0,2,2,0,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000197,0,1,1,0.027756
3832,Support,,4,6,10,4,6,10,5,0.323826,0.344053,0,0.014417,0.014417,35,0.000149,0,1,45,0.004803
3833,surf,,1,2,3,1,2,3,5,0.308981,0.324439,0,0.002964,0.002964,67,0.000106,0,1,3,0.026071
3834,surfbikini,,3,0,3,3,0,3,5,0.310715,0.327029,0,0.006198,0.006198,68,0.000262,0,1,3,0.042375
3835,surreal,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3836,sushi,,1,4,5,1,4,5,5,0.316942,0.336732,0,0.009199,0.009199,35,0.000149,0,0.666667,4,0.058409
3837,SuuntoQuiz,,2,2,4,2,2,4,6,0.225608,0.230781,0,0.000084,0.000084,67,0.000117,0,1,6,0.002214
3838,sw19,,7,1,8,8,1,9,5,0.319181,0.329472,0.000008,0.004208,0.004208,67,0.000333,0,0.785714,22,0.03863
3839,swag,,6,2,8,6,2,8,5,0.32817,0.336623,0,0.008318,0.008318,3,0.000217,0,1,28,0.042184
3840,sweat,,1,3,4,1,3,4,5,0.317124,0.336939,0,0.008859,0.008859,35,0.000103,0,1,6,0.000584
3841,sweet,,14,12,26,14,12,26,5,0.359474,0.378425,0.000504,0.02956,0.02956,26,0.000989,0,0.338462,110,0.067557
3842,swfc,,2,6,8,2,6,8,5,0.317442,0.325369,0.000095,0.003093,0.003093,5,0.000143,0,0.380952,8,0.012004
3843,swimming,,6,8,14,6,8,14,5,0.367012,0.387786,0.001906,0.01662,0.01662,67,0.000189,0,0.472527,43,0.037145
3844,Swindon,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
3845,swing,,7,0,7,7,0,7,5,0.322482,0.337763,0,0.008728,0.008728,1,0.000579,0,1,21,0.059549
3846,swish,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
3847,sydney,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
3848,Syria,,2,2,4,2,2,4,4,0.357298,0.369053,0,0.010824,0.010824,20,0.000137,0,1,6,0.016167
3849,t,,5,0,5,5,0,5,5,0.317784,0.327454,0.000084,0.002943,0.002943,3,0.000496,0,0.6,6,0.028054
3850,t4,,11,1,12,11,1,12,5,0.321382,0.33255,0,0.012987,0.012987,1,0.000422,0,1,66,0.085735
3851,tacos,,2,4,6,2,4,6,5,0.30057,0.309865,0,0.002148,0.002148,4,0.000114,0,1,15,0.001232
3852,tafe,,4,0,4,4,0,4,1,1,1,0,0,0,6,0.000349,4,1,6,0.00273
3853,Tag,,4,0,4,4,0,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000441,0,1,6,0.065512
3854,tags,,7,0,7,7,0,7,5,0.316421,0.326724,0,0.00707,0.00707,1,0.000374,0,1,21,0.049936
3855,TagsForLikes,,5,12,17,5,12,17,5,0.327273,0.339713,0.000017,0.017073,0.017073,26,0.000238,0,0.602941,82,0.039087
3856,takeabowson,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3857,takeahandful,,1,2,3,1,2,3,5,0.308981,0.324439,0,0.002964,0.002964,67,0.000109,0,1,3,0.000584
3858,takeaway,,5,2,7,5,2,7,4,0.368816,0.383977,0,0.012386,0.012386,67,0.000334,0,1,21,0.037622
3859,takemeback,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3860,takemethere,,2,0,2,2,0,2,5,0.310715,0.322185,0,0.003038,0.003038,20,0.00014,0,1,1,0.025487
3861,TakeOnTheTour,,0,3,3,0,3,3,5,0.302046,0.311153,0,0.002173,0.002173,4,0.000085,0,1,3,0
3862,TakeTheLittleOnesNextTime,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
3863,TakingMeBack,,0,3,3,0,3,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000085,0,1,3,0
3864,talbot,,0,3,3,0,3,3,5,0.308981,0.324439,0,0.002964,0.002964,67,0.000085,0,1,3,0
3865,talkshows,,0,11,11,0,11,11,4,0.353844,0.365929,0,0.010817,0.010817,33,0.000085,0,1,55,0
3866,talksport,,1,2,3,1,2,3,5,0.318012,0.336089,0,0.005318,0.005318,67,0.000106,0,1,3,0.026071
3867,TameImpala,,5,2,7,5,2,7,4,0.36144,0.375772,0.000042,0.013234,0.013234,20,0.000507,0,0.619048,13,0.041479
3868,tampa,,2,2,4,2,2,4,5,0.326645,0.345054,0,0.010136,0.010136,35,0.000167,0,1,6,0.058993
3869,tan,,14,8,22,14,8,22,5,0.34529,0.360272,0.000121,0.020307,0.020307,68,0.000343,0,0.506494,117,0.08701
3870,Tank,,3,5,8,3,5,8,5,0.312999,0.333777,0,0.009263,0.009263,21,0.000121,0,1,28,0.001946
3871,tankusfanboys,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000121,0,1,1,0.000584
3872,TargetsNoticeBoard,,3,3,6,3,3,6,4,0.352913,0.364819,0,0.008926,0.008926,20,0.000153,0,1,15,0.006921
3873,tasmania,,8,0,8,8,0,8,5,0.273688,0.281346,0,0.000852,0.000852,5,0.000626,0,1,28,0.012554
3874,tat,,0,11,11,0,11,11,5,0.285567,0.294817,0,0.001977,0.001977,52,0.000085,0,1,55,0
3875,tats,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3876,tattoo,,1,10,11,1,10,11,5,0.285567,0.294817,0,0.001977,0.001977,52,0.000092,0,1,55,0.000584
3877,Tattoos,,9,7,16,9,7,16,5,0.330917,0.342762,0,0.017471,0.017471,3,0.000212,0,1,120,0.062963
3878,taunton,,0,1,1,0,1,1,5,0.262743,0.268089,0,0.000259,0.000259,5,0.000085,0,0,0,0
3879,taurus,,7,4,11,7,4,11,5,0.285567,0.294817,0,0.001977,0.001977,52,0.000188,0,1,55,0.014781
3880,tb,,0,6,6,0,6,6,5,0.327176,0.345265,0,0.009004,0.009004,21,0.000085,0,1,15,0
3881,TBT,,6,3,9,6,3,9,5,0.338454,0.358604,0.000119,0.014716,0.014716,1,0.000291,0,0.666667,24,0.047381
3882,TCO,,1,0,1,1,0,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000114,0,0,0,0.023607
3883,tdf,,22,23,45,32,31,63,4,0.393041,0.413317,0.002073,0.030359,0.030359,67,0.000981,0,0.213225,158,0.176181
3884,TdF100,,2,6,8,2,6,8,4,0.361942,0.376204,0.000062,0.013196,0.013196,67,0.000176,0,0.714286,20,0.004602
3885,TDF13,,6,11,17,8,12,20,4,0.373576,0.390921,0.000302,0.015713,0.015713,67,0.000228,0,0.380952,40,0.051375
3886,TDF2013,,3,5,8,3,6,9,4,0.36753,0.383469,0.00022,0.012005,0.012005,67,0.00017,0,0.464286,13,0.007176
3887,tea,,10,8,18,10,8,18,5,0.353195,0.36728,0.00066,0.016575,0.016575,26,0.000411,0,0.535948,82,0.074872
3888,Teaching,,4,12,16,4,12,16,5,0.330917,0.342762,0,0.017471,0.017471,3,0.000133,0,1,120,0.031022
3889,teaclub,,0,1,1,0,1,1,1,1,1,0,0,0,8,0.000085,6,0,0,0
3890,team,,5,5,10,5,5,10,5,0.314043,0.325124,0.000005,0.005105,0.005105,29,0.000172,0,0.711111,32,0.009519
3891,teambeefy,,4,0,4,4,0,4,5,0.332932,0.351438,0,0.012639,0.012639,3,0.000224,0,1,6,0.0867
3892,teambodybuilding,,3,1,4,3,1,4,6,0.261733,0.267875,0,0.000443,0.000443,20,0.000246,0,1,6,0.004023
3893,teambouchard,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
3894,teamcdhuk,,0,2,2,0,2,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000085,0,1,1,0
3895,teamFaded,,0,1,1,0,1,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000085,0,0,0,0
3896,teamfollowback,,2,0,2,2,0,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000228,0,1,1,0.028465
3897,teamglasto,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3898,teamldn,,10,0,10,10,0,10,5,0.325325,0.334338,0,0.007057,0.007057,59,0.000706,0,1,45,0.068135
3899,teamlions,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
3900,teammercedes,,1,0,1,1,0,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000106,0,0,0,0.012941
3901,TeamNatural,,2,0,2,2,0,2,5,0.314065,0.334192,0,0.007934,0.007934,29,0.000157,0,1,1,0.058993
3902,teamnosleep,,2,2,4,2,2,4,5,0.282614,0.293522,0,0.000824,0.000824,64,0.00017,0,1,6,0.014229
3903,teamretweet,,1,1,2,1,1,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000123,0,1,1,0.026836
3904,teamuk,,9,1,10,9,1,10,5,0.325325,0.334338,0,0.007057,0.007057,59,0.000382,0,1,45,0.064866
3905,teamvine,,4,2,6,4,2,6,5,0.315564,0.324187,0,0.004341,0.004341,21,0.00015,0,1,15,0.016337
3906,TeamWill,,3,4,7,3,4,7,5,0.295653,0.305608,0,0.001712,0.001712,59,0.000154,0,1,21,0.016735
3907,tears,,6,4,10,6,4,10,5,0.31516,0.325241,0.000012,0.003082,0.003082,64,0.000357,0,0.666667,30,0.030861
3908,Teatro,,1,10,11,1,10,11,5,0.372539,0.389066,0.000228,0.025383,0.025383,68,0.000117,0,0.581818,32,0.039488
3909,teatumjones,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3910,techaddict,,1,0,1,1,0,1,5,0.27997,0.287022,0,0.000871,0.000871,20,0.000113,0,0,0,0.006799
3911,TechF1,,0,1,1,0,1,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000085,0,0,0,0
3912,technical,,0,1,1,0,1,1,5,0.310671,0.326803,0,0.005897,0.005897,68,0.000085,0,0,0,0
3913,techno,,3,3,6,3,3,6,5,0.31078,0.327368,0,0.006906,0.006906,35,0.000146,0,1,15,0.04072
3914,Tecnolog�a,,0,1,1,0,1,1,1,1,1,0,0,0,58,0.000085,53,0,0,0
3915,teen,,1,4,5,1,4,5,5,0.314065,0.334474,0,0.009106,0.009106,21,0.0001,0,1,10,0.000584
3916,teenager,,9,2,11,9,2,11,5,0.330374,0.340624,0,0.017234,0.017234,26,0.000317,0,1,55,0.101938
3917,teens,,4,1,5,4,1,5,5,0.310999,0.321146,0,0.005525,0.005525,26,0.000232,0,1,10,0.035292
3918,telephone,,2,4,6,2,4,6,5,0.310084,0.320227,0,0.004682,0.004682,29,0.000114,0,1,15,0.001232
3919,TempleStage,,0,1,1,0,1,1,1,1,1,0,0,0,53,0.000085,19,0,0,0
3920,temptingfate,,0,1,1,0,1,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000085,0,0,0,0
3921,tenerife,,3,2,5,3,2,5,5,0.327515,0.34181,0,0.008997,0.008997,68,0.000155,0,1,10,0.001946
3922,tenggarong_city,,2,4,6,2,4,6,5,0.320614,0.335769,0,0.007373,0.007373,1,0.000129,0,1,15,0.040072
